FID IID FATHER_ID MOTHER_ID proband parental
21_4233 21_4233_0 NA NA 0.49940848 0.617882
21_4233 21_4233_1 NA NA 0.4650157 0.617882
21_4234 21_4234_0 NA NA -3.1713507 -3.3141887
21_4234 21_4234_1 NA NA -0.7985967 -3.3141887
21_4235 21_4235_0 NA NA -1.0385858 -1.0093316
21_4235 21_4235_1 NA NA -1.1793728 -1.0093316
21_4236 21_4236_0 NA NA -0.6033531 0.091927595
21_4236 21_4236_1 NA NA 1.0014526 0.091927595
21_4237 21_4237_0 NA NA 0.07430259 -0.45380092
21_4237 21_4237_1 NA NA -0.7148317 -0.45380092
21_4238 21_4238_0 NA NA -0.8744193 0.69657326
21_4238 21_4238_1 NA NA 1.9577436 0.69657326
21_4239 21_4239_0 NA NA -0.23527718 -0.6615522
21_4239 21_4239_1 NA NA -0.8551096 -0.6615522
21_4240 21_4240_0 NA NA -0.5335182 -1.269308
21_4240 21_4240_1 NA NA -1.7308321 -1.269308
21_4241 21_4241_0 NA NA -1.5098579 -1.8734438
21_4241 21_4241_1 NA NA -0.4906608 -1.8734438
21_4242 21_4242_0 NA NA -1.3464708 -1.3510674
21_4242 21_4242_1 NA NA -0.44117036 -1.3510674
21_4243 21_4243_0 NA NA -0.38482746 -1.1789528
21_4243 21_4243_1 NA NA -1.3555691 -1.1789528
21_4244 21_4244_0 NA NA -0.49118954 -1.0680857
21_4244 21_4244_1 NA NA -0.6052837 -1.0680857
21_4245 21_4245_0 NA NA -1.3363465 -3.5546918
21_4245 21_4245_1 NA NA -2.990126 -3.5546918
21_4246 21_4246_0 NA NA 0.8811221 -0.6361773
21_4246 21_4246_1 NA NA -1.3016893 -0.6361773
21_4247 21_4247_0 NA NA 0.8297717 -0.05151715
21_4247 21_4247_1 NA NA -0.0037285974 -0.05151715
21_4248 21_4248_0 NA NA 0.5651634 0.30470687
21_4248 21_4248_1 NA NA -0.7913789 0.30470687
21_4249 21_4249_0 NA NA 0.9822483 1.6764498
21_4249 21_4249_1 NA NA 1.480114 1.6764498
21_4250 21_4250_0 NA NA 0.79890484 1.1077355
21_4250 21_4250_1 NA NA 0.8594398 1.1077355
21_4251 21_4251_0 NA NA 0.3562039 0.55310553
21_4251 21_4251_1 NA NA 1.0650097 0.55310553
21_4252 21_4252_0 NA NA -1.5042299 -2.406802
21_4252 21_4252_1 NA NA -1.663981 -2.406802
21_4253 21_4253_0 NA NA -1.6272722 -3.105998
21_4253 21_4253_1 NA NA -2.284113 -3.105998
21_4254 21_4254_0 NA NA -0.59701324 -0.74167013
21_4254 21_4254_1 NA NA -0.36760643 -0.74167013
21_4255 21_4255_0 NA NA -0.6258867 -0.910108
21_4255 21_4255_1 NA NA -0.27529886 -0.910108
21_4256 21_4256_0 NA NA 0.16119172 0.2695827
21_4256 21_4256_1 NA NA -0.023751035 0.2695827
21_4257 21_4257_0 NA NA -0.58083844 -0.24197283
21_4257 21_4257_1 NA NA -0.452768 -0.24197283
21_4258 21_4258_0 NA NA -0.689038 0.031557363
21_4258 21_4258_1 NA NA 0.7458703 0.031557363
21_4259 21_4259_0 NA NA -0.2859177 -0.9476326
21_4259 21_4259_1 NA NA -0.79604083 -0.9476326
21_4260 21_4260_0 NA NA -0.046282988 -0.665161
21_4260 21_4260_1 NA NA -0.76545775 -0.665161
21_4261 21_4261_0 NA NA 0.58376724 -0.5544725
21_4261 21_4261_1 NA NA -0.50492984 -0.5544725
21_4262 21_4262_0 NA NA -1.5390713 -1.5755868
21_4262 21_4262_1 NA NA -0.94580805 -1.5755868
21_4263 21_4263_0 NA NA -0.8461491 -1.8364565
21_4263 21_4263_1 NA NA -1.3803883 -1.8364565
21_4264 21_4264_0 NA NA 0.8147425 0.07182171
21_4264 21_4264_1 NA NA -0.43453828 0.07182171
21_4265 21_4265_0 NA NA -1.016853 -1.5245234
21_4265 21_4265_1 NA NA -0.6283468 -1.5245234
21_4266 21_4266_0 NA NA -0.8755843 -1.1551269
21_4266 21_4266_1 NA NA -0.013368497 -1.1551269
21_4267 21_4267_0 NA NA 0.7184986 0.36742225
21_4267 21_4267_1 NA NA -0.16611739 0.36742225
21_4268 21_4268_0 NA NA 0.42312354 1.3271822
21_4268 21_4268_1 NA NA 1.1941484 1.3271822
21_4269 21_4269_0 NA NA -0.82091177 -0.8244596
21_4269 21_4269_1 NA NA -0.68499154 -0.8244596
21_4270 21_4270_0 NA NA -0.854036 -2.2686217
21_4270 21_4270_1 NA NA -2.1065109 -2.2686217
21_4271 21_4271_0 NA NA -1.3142732 -1.0342077
21_4271 21_4271_1 NA NA -0.5555779 -1.0342077
21_4272 21_4272_0 NA NA -1.46385 -2.2471082
21_4272 21_4272_1 NA NA -1.5374122 -2.2471082
21_4273 21_4273_0 NA NA -1.2861971 -1.6967133
21_4273 21_4273_1 NA NA -1.1084994 -1.6967133
21_4274 21_4274_0 NA NA -0.85344416 -1.5476358
21_4274 21_4274_1 NA NA -0.22884698 -1.5476358
21_4275 21_4275_0 NA NA 0.12435903 -0.6620048
21_4275 21_4275_1 NA NA -0.6507845 -0.6620048
21_4276 21_4276_0 NA NA 0.4505823 0.6754461
21_4276 21_4276_1 NA NA 1.4799236 0.6754461
21_4277 21_4277_0 NA NA -0.7778413 -1.2383254
21_4277 21_4277_1 NA NA -0.7703372 -1.2383254
21_4278 21_4278_0 NA NA -0.33118126 -1.0636706
21_4278 21_4278_1 NA NA -0.5389237 -1.0636706
21_4279 21_4279_0 NA NA -0.6268383 -0.43886793
21_4279 21_4279_1 NA NA 0.04742712 -0.43886793
21_4280 21_4280_0 NA NA 0.38860115 0.25537428
21_4280 21_4280_1 NA NA 0.20694847 0.25537428
21_4281 21_4281_0 NA NA 0.6024833 1.0459356
21_4281 21_4281_1 NA NA 0.88999563 1.0459356
21_4282 21_4282_0 NA NA -0.8884056 -1.6981823
21_4282 21_4282_1 NA NA -1.5753433 -1.6981823
21_4283 21_4283_0 NA NA 0.04530352 -1.0264633
21_4283 21_4283_1 NA NA -0.81176144 -1.0264633
21_4284 21_4284_0 NA NA 0.0962133 0.6955449
21_4284 21_4284_1 NA NA 0.75367993 0.6955449
21_4285 21_4285_0 NA NA -0.19217965 0.14444475
21_4285 21_4285_1 NA NA 0.07419279 0.14444475
21_4286 21_4286_0 NA NA 0.599759 0.7424198
21_4286 21_4286_1 NA NA 1.2392598 0.7424198
21_4287 21_4287_0 NA NA 0.35457557 -0.074413516
21_4287 21_4287_1 NA NA 0.38898373 -0.074413516
21_4288 21_4288_0 NA NA -1.2798699 -2.0261395
21_4288 21_4288_1 NA NA -1.9134471 -2.0261395
21_4289 21_4289_0 NA NA -0.8841109 0.404946
21_4289 21_4289_1 NA NA 0.8852129 0.404946
21_4290 21_4290_0 NA NA 0.7786243 0.9100002
21_4290 21_4290_1 NA NA 0.5892323 0.9100002
21_4291 21_4291_0 NA NA -0.9566583 -2.0828538
21_4291 21_4291_1 NA NA -0.8797771 -2.0828538
21_4292 21_4292_0 NA NA -1.3101426 -1.5349058
21_4292 21_4292_1 NA NA -0.80619186 -1.5349058
21_4293 21_4293_0 NA NA 0.18848044 0.108365364
21_4293 21_4293_1 NA NA 0.23064135 0.108365364
21_4294 21_4294_0 NA NA -0.38605493 0.6886591
21_4294 21_4294_1 NA NA 1.4357524 0.6886591
21_4295 21_4295_0 NA NA -1.0496784 -1.1971581
21_4295 21_4295_1 NA NA -0.89132506 -1.1971581
21_4296 21_4296_0 NA NA -1.5763851 -2.1039717
21_4296 21_4296_1 NA NA -1.7496432 -2.1039717
21_4297 21_4297_0 NA NA -2.5978842 -2.5996888
21_4297 21_4297_1 NA NA -1.5156006 -2.5996888
21_4298 21_4298_0 NA NA 0.03469803 -1.5053
21_4298 21_4298_1 NA NA -0.6139219 -1.5053
21_4299 21_4299_0 NA NA 0.064423144 -0.09536508
21_4299 21_4299_1 NA NA 0.49266642 -0.09536508
21_4300 21_4300_0 NA NA -1.6183243 -1.794867
21_4300 21_4300_1 NA NA -0.5337905 -1.794867
21_4301 21_4301_0 NA NA -2.0371528 -1.7618573
21_4301 21_4301_1 NA NA -0.37397003 -1.7618573
21_4302 21_4302_0 NA NA -0.9549023 -0.5426427
21_4302 21_4302_1 NA NA 0.17924456 -0.5426427
21_4303 21_4303_0 NA NA -1.8388228 -2.8125558
21_4303 21_4303_1 NA NA -1.7258495 -2.8125558
21_4304 21_4304_0 NA NA -0.77335846 -0.97455704
21_4304 21_4304_1 NA NA -0.75677025 -0.97455704
21_4305 21_4305_0 NA NA -0.94631636 -1.521643
21_4305 21_4305_1 NA NA -0.25491062 -1.521643
21_4306 21_4306_0 NA NA -1.8561313 -2.7721515
21_4306 21_4306_1 NA NA -1.9968194 -2.7721515
21_4307 21_4307_0 NA NA -3.081555 -4.3173213
21_4307 21_4307_1 NA NA -2.9631722 -4.3173213
21_4308 21_4308_0 NA NA 0.8604725 -0.02940838
21_4308 21_4308_1 NA NA -0.38923207 -0.02940838
21_4309 21_4309_0 NA NA -0.82076746 -0.86957604
21_4309 21_4309_1 NA NA -0.1543007 -0.86957604
21_4310 21_4310_0 NA NA 0.5942481 0.07064432
21_4310 21_4310_1 NA NA -0.35730454 0.07064432
21_4311 21_4311_0 NA NA 0.99940175 0.79607356
21_4311 21_4311_1 NA NA 0.6449157 0.79607356
21_4312 21_4312_0 NA NA -0.37666515 -0.98839784
21_4312 21_4312_1 NA NA -0.85604686 -0.98839784
21_4313 21_4313_0 NA NA -1.7004278 -2.7147105
21_4313 21_4313_1 NA NA -2.238219 -2.7147105
21_4314 21_4314_0 NA NA -1.3102771 -1.4648128
21_4314 21_4314_1 NA NA -1.2230178 -1.4648128
21_4315 21_4315_0 NA NA -1.6949128 -1.2318108
21_4315 21_4315_1 NA NA 0.37943712 -1.2318108
21_4316 21_4316_0 NA NA -1.2013109 -1.8021351
21_4316 21_4316_1 NA NA -1.0992506 -1.8021351
21_4317 21_4317_0 NA NA -0.87823015 -1.4153279
21_4317 21_4317_1 NA NA -0.7708868 -1.4153279
21_4318 21_4318_0 NA NA 1.5088712 1.1402467
21_4318 21_4318_1 NA NA 0.33002537 1.1402467
21_4319 21_4319_0 NA NA 1.6684643 0.70878136
21_4319 21_4319_1 NA NA -0.5812008 0.70878136
21_4320 21_4320_0 NA NA -0.30061203 0.4555584
21_4320 21_4320_1 NA NA 1.687213 0.4555584
21_4321 21_4321_0 NA NA -0.772452 -1.8440709
21_4321 21_4321_1 NA NA -0.6736633 -1.8440709
21_4322 21_4322_0 NA NA -2.0277307 -3.015906
21_4322 21_4322_1 NA NA -1.7704911 -3.015906
21_4323 21_4323_0 NA NA 0.7274297 -0.30367595
21_4323 21_4323_1 NA NA -0.6152442 -0.30367595
21_4324 21_4324_0 NA NA -1.2525775 -1.7726747
21_4324 21_4324_1 NA NA -1.1829269 -1.7726747
21_4325 21_4325_0 NA NA -0.11537365 -0.15588295
21_4325 21_4325_1 NA NA -0.61318463 -0.15588295
21_4326 21_4326_0 NA NA 0.5698951 0.6342251
21_4326 21_4326_1 NA NA -0.10368473 0.6342251
21_4327 21_4327_0 NA NA -2.22948 -2.2460546
21_4327 21_4327_1 NA NA -1.2765248 -2.2460546
21_4328 21_4328_0 NA NA -3.0842023 -2.58977
21_4328 21_4328_1 NA NA -0.3850542 -2.58977
21_4329 21_4329_0 NA NA 0.3049537 -0.05814832
21_4329 21_4329_1 NA NA -0.69931823 -0.05814832
21_4330 21_4330_0 NA NA -0.3758552 -1.4494978
21_4330 21_4330_1 NA NA -1.214303 -1.4494978
21_4331 21_4331_0 NA NA -0.9888543 -1.0130397
21_4331 21_4331_1 NA NA -0.5558152 -1.0130397
21_4332 21_4332_0 NA NA -1.3915362 -1.1952915
21_4332 21_4332_1 NA NA 0.14834103 -1.1952915
21_4333 21_4333_0 NA NA -0.884246 -1.4674811
21_4333 21_4333_1 NA NA -1.035171 -1.4674811
21_4334 21_4334_0 NA NA -1.5185475 -2.2935135
21_4334 21_4334_1 NA NA -2.8003347 -2.2935135
21_4335 21_4335_0 NA NA 0.03623616 1.894243
21_4335 21_4335_1 NA NA 2.096132 1.894243
21_4336 21_4336_0 NA NA 0.4066923 0.2642878
21_4336 21_4336_1 NA NA 0.32902047 0.2642878
21_4337 21_4337_0 NA NA -0.4023622 -1.5385087
21_4337 21_4337_1 NA NA -1.6029857 -1.5385087
21_4338 21_4338_0 NA NA -1.6388301 -1.0400084
21_4338 21_4338_1 NA NA -0.6506889 -1.0400084
21_4339 21_4339_0 NA NA -0.11063705 -0.4926742
21_4339 21_4339_1 NA NA -0.3641757 -0.4926742
21_4340 21_4340_0 NA NA -1.1923305 -1.6002482
21_4340 21_4340_1 NA NA -1.1315585 -1.6002482
21_4341 21_4341_0 NA NA -1.1821852 0.060318336
21_4341 21_4341_1 NA NA 0.12983689 0.060318336
21_4342 21_4342_0 NA NA -0.45633605 -1.9119632
21_4342 21_4342_1 NA NA -1.7279589 -1.9119632
21_4343 21_4343_0 NA NA -0.2340234 0.09304077
21_4343 21_4343_1 NA NA 0.12726164 0.09304077
21_4344 21_4344_0 NA NA 1.3380331 2.2916553
21_4344 21_4344_1 NA NA 1.7383914 2.2916553
21_4345 21_4345_0 NA NA 0.7485932 0.33325884
21_4345 21_4345_1 NA NA 0.46427742 0.33325884
21_4346 21_4346_0 NA NA -1.2820495 -0.9431297
21_4346 21_4346_1 NA NA -0.38518718 -0.9431297
21_4347 21_4347_0 NA NA 2.2982516 2.7778652
21_4347 21_4347_1 NA NA 1.4689982 2.7778652
21_4348 21_4348_0 NA NA 0.11180407 0.98906535
21_4348 21_4348_1 NA NA 1.0386574 0.98906535
21_4349 21_4349_0 NA NA -4.057968 -4.260543
21_4349 21_4349_1 NA NA -2.228164 -4.260543
21_4350 21_4350_0 NA NA 1.2529837 1.601566
21_4350 21_4350_1 NA NA 0.65076953 1.601566
21_4351 21_4351_0 NA NA -0.21623394 -0.52479494
21_4351 21_4351_1 NA NA -0.78789264 -0.52479494
21_4352 21_4352_0 NA NA -0.81050956 -1.1417392
21_4352 21_4352_1 NA NA -0.88363487 -1.1417392
21_4353 21_4353_0 NA NA 1.058316 1.2030563
21_4353 21_4353_1 NA NA 0.88726735 1.2030563
21_4354 21_4354_0 NA NA 0.42562917 -0.87829965
21_4354 21_4354_1 NA NA -1.8091501 -0.87829965
21_4355 21_4355_0 NA NA 0.87103504 0.15705413
21_4355 21_4355_1 NA NA -0.70146424 0.15705413
21_4356 21_4356_0 NA NA 1.0789527 0.9910961
21_4356 21_4356_1 NA NA 0.5614645 0.9910961
21_4357 21_4357_0 NA NA -0.07622613 -0.13253699
21_4357 21_4357_1 NA NA 0.30508447 -0.13253699
21_4358 21_4358_0 NA NA -1.0796092 -1.5644903
21_4358 21_4358_1 NA NA -0.16815808 -1.5644903
21_4359 21_4359_0 NA NA -0.14955568 0.85776
21_4359 21_4359_1 NA NA 0.6023412 0.85776
21_4360 21_4360_0 NA NA -0.60621285 -0.094578385
21_4360 21_4360_1 NA NA 1.1746925 -0.094578385
21_4361 21_4361_0 NA NA 0.6050189 0.5163125
21_4361 21_4361_1 NA NA -0.7131291 0.5163125
21_4362 21_4362_0 NA NA -0.31602013 -0.68259555
21_4362 21_4362_1 NA NA -0.032830335 -0.68259555
21_4363 21_4363_0 NA NA 0.07194815 -0.93099374
21_4363 21_4363_1 NA NA -1.427827 -0.93099374
21_4364 21_4364_0 NA NA -2.8564844 -3.1693933
21_4364 21_4364_1 NA NA -0.898121 -3.1693933
21_4365 21_4365_0 NA NA -0.093501166 -0.68340045
21_4365 21_4365_1 NA NA 0.106899194 -0.68340045
21_4366 21_4366_0 NA NA -0.15365215 0.7459438
21_4366 21_4366_1 NA NA 0.96328545 0.7459438
21_4367 21_4367_0 NA NA -0.44138473 -0.71406573
21_4367 21_4367_1 NA NA -1.1178327 -0.71406573
21_4368 21_4368_0 NA NA -0.5444756 -2.0498931
21_4368 21_4368_1 NA NA -2.151184 -2.0498931
21_4369 21_4369_0 NA NA -0.3711735 -2.0013208
21_4369 21_4369_1 NA NA -1.7857823 -2.0013208
21_4370 21_4370_0 NA NA -0.26912224 0.0806517
21_4370 21_4370_1 NA NA 0.19902034 0.0806517
21_4371 21_4371_0 NA NA -0.74137974 -0.6671483
21_4371 21_4371_1 NA NA -0.3305407 -0.6671483
21_4372 21_4372_0 NA NA 0.2611503 -1.2012796
21_4372 21_4372_1 NA NA -1.2266126 -1.2012796
21_4373 21_4373_0 NA NA -1.882654 -2.0929356
21_4373 21_4373_1 NA NA -0.76264375 -2.0929356
21_4374 21_4374_0 NA NA -2.2315516 -3.0447805
21_4374 21_4374_1 NA NA -1.815488 -3.0447805
21_4375 21_4375_0 NA NA 1.7063128 2.2279854
21_4375 21_4375_1 NA NA 1.3850323 2.2279854
21_4376 21_4376_0 NA NA -2.4696672 -1.2142081
21_4376 21_4376_1 NA NA 0.9500294 -1.2142081
21_4377 21_4377_0 NA NA 0.35032633 -1.3498731
21_4377 21_4377_1 NA NA -1.3404413 -1.3498731
21_4378 21_4378_0 NA NA -0.18160136 -0.42620742
21_4378 21_4378_1 NA NA -0.4666314 -0.42620742
21_4379 21_4379_0 NA NA 0.49755752 1.177559
21_4379 21_4379_1 NA NA 1.1032854 1.177559
21_4380 21_4380_0 NA NA -2.1289747 -2.5213168
21_4380 21_4380_1 NA NA -1.9043853 -2.5213168
21_4381 21_4381_0 NA NA -1.6012096 -1.6094025
21_4381 21_4381_1 NA NA -0.29666063 -1.6094025
21_4382 21_4382_0 NA NA -1.244048 -1.22357
21_4382 21_4382_1 NA NA -0.9395825 -1.22357
21_4383 21_4383_0 NA NA -0.4433608 -0.049541473
21_4383 21_4383_1 NA NA 0.04648344 -0.049541473
21_4384 21_4384_0 NA NA 1.095565 0.3264062
21_4384 21_4384_1 NA NA -0.77008134 0.3264062
21_4385 21_4385_0 NA NA -0.2204231 -1.1361934
21_4385 21_4385_1 NA NA -1.3354605 -1.1361934
21_4386 21_4386_0 NA NA -0.12979016 0.18930714
21_4386 21_4386_1 NA NA 0.9207245 0.18930714
21_4387 21_4387_0 NA NA -0.63947314 -1.1481783
21_4387 21_4387_1 NA NA -1.1874756 -1.1481783
21_4388 21_4388_0 NA NA -1.7020154 -2.6081297
21_4388 21_4388_1 NA NA -0.96672195 -2.6081297
21_4389 21_4389_0 NA NA -0.7800482 -1.0098623
21_4389 21_4389_1 NA NA -0.9990272 -1.0098623
21_4390 21_4390_0 NA NA -0.25109378 0.0037826938
21_4390 21_4390_1 NA NA 0.97775584 0.0037826938
21_4391 21_4391_0 NA NA 0.74245083 0.16698574
21_4391 21_4391_1 NA NA -0.05635489 0.16698574
21_4392 21_4392_0 NA NA -1.7958919 -1.7434684
21_4392 21_4392_1 NA NA -1.2022207 -1.7434684
21_4393 21_4393_0 NA NA -0.8249829 -1.890991
21_4393 21_4393_1 NA NA -1.0481961 -1.890991
21_4394 21_4394_0 NA NA -0.04863834 -0.8730418
21_4394 21_4394_1 NA NA -0.99197143 -0.8730418
21_4395 21_4395_0 NA NA -1.2249061 -0.89970404
21_4395 21_4395_1 NA NA 0.10826334 -0.89970404
21_4396 21_4396_0 NA NA -0.26679596 -0.16285287
21_4396 21_4396_1 NA NA 0.13110071 -0.16285287
21_4397 21_4397_0 NA NA 1.3038343 1.1944683
21_4397 21_4397_1 NA NA 1.0598333 1.1944683
21_4398 21_4398_0 NA NA -1.6919539 -2.3887029
21_4398 21_4398_1 NA NA -1.3449323 -2.3887029
21_4399 21_4399_0 NA NA 1.0452495 1.2359976
21_4399 21_4399_1 NA NA 0.8379608 1.2359976
21_4400 21_4400_0 NA NA 0.38441908 0.41525277
21_4400 21_4400_1 NA NA -0.24467634 0.41525277
21_4401 21_4401_0 NA NA -0.12052032 0.52925974
21_4401 21_4401_1 NA NA 0.74548036 0.52925974
21_4402 21_4402_0 NA NA -0.51135045 0.28888354
21_4402 21_4402_1 NA NA -0.12393856 0.28888354
21_4403 21_4403_0 NA NA -1.0539293 -0.5373311
21_4403 21_4403_1 NA NA 0.3910177 -0.5373311
21_4404 21_4404_0 NA NA -2.5334864 -2.0280015
21_4404 21_4404_1 NA NA -1.0626636 -2.0280015
21_4405 21_4405_0 NA NA -0.5654091 -0.6024806
21_4405 21_4405_1 NA NA -0.6305468 -0.6024806
21_4406 21_4406_0 NA NA -1.6346263 -2.3115547
21_4406 21_4406_1 NA NA -2.2877636 -2.3115547
21_4407 21_4407_0 NA NA 0.7336773 -0.43719038
21_4407 21_4407_1 NA NA -0.4638714 -0.43719038
21_4408 21_4408_0 NA NA 1.6439185 0.98721045
21_4408 21_4408_1 NA NA 0.69005907 0.98721045
21_4409 21_4409_0 NA NA 0.21923389 -0.38658816
21_4409 21_4409_1 NA NA -0.110726476 -0.38658816
21_4410 21_4410_0 NA NA -0.058127332 0.5294355
21_4410 21_4410_1 NA NA 1.0382885 0.5294355
21_4411 21_4411_0 NA NA -0.4510316 -1.2476035
21_4411 21_4411_1 NA NA -1.357393 -1.2476035
21_4412 21_4412_0 NA NA 0.41081372 -0.2132057
21_4412 21_4412_1 NA NA -0.3037795 -0.2132057
21_4413 21_4413_0 NA NA 0.16156258 -1.6054254
21_4413 21_4413_1 NA NA -1.1217543 -1.6054254
21_4414 21_4414_0 NA NA -1.5314935 -1.6624881
21_4414 21_4414_1 NA NA -0.88659734 -1.6624881
21_4415 21_4415_0 NA NA -0.90783876 -1.617768
21_4415 21_4415_1 NA NA -0.716997 -1.617768
21_4416 21_4416_0 NA NA -2.4836395 -3.0281444
21_4416 21_4416_1 NA NA -1.5376544 -3.0281444
21_4417 21_4417_0 NA NA -0.24500392 0.21738999
21_4417 21_4417_1 NA NA -0.475238 0.21738999
21_4418 21_4418_0 NA NA -1.1212324 -1.034491
21_4418 21_4418_1 NA NA -0.37766892 -1.034491
21_4419 21_4419_0 NA NA -0.97796506 -1.4302651
21_4419 21_4419_1 NA NA -0.6130336 -1.4302651
21_4420 21_4420_0 NA NA 1.0510988 1.946864
21_4420 21_4420_1 NA NA 2.2457163 1.946864
21_4421 21_4421_0 NA NA -2.7690496 -4.2437334
21_4421 21_4421_1 NA NA -2.7520998 -4.2437334
21_4422 21_4422_0 NA NA -1.6848794 -1.4842796
21_4422 21_4422_1 NA NA -0.31249514 -1.4842796
21_4423 21_4423_0 NA NA -0.13168322 -0.69512147
21_4423 21_4423_1 NA NA -0.74819756 -0.69512147
21_4424 21_4424_0 NA NA -0.5027837 -0.15463503
21_4424 21_4424_1 NA NA -0.43963572 -0.15463503
21_4425 21_4425_0 NA NA -0.87817425 -1.593567
21_4425 21_4425_1 NA NA -1.3592067 -1.593567
21_4426 21_4426_0 NA NA -0.5446347 -1.003851
21_4426 21_4426_1 NA NA -0.5510574 -1.003851
21_4427 21_4427_0 NA NA 0.9985598 0.6134725
21_4427 21_4427_1 NA NA -0.38596895 0.6134725
21_4428 21_4428_0 NA NA -1.6042962 -2.1459913
21_4428 21_4428_1 NA NA -1.235291 -2.1459913
21_4429 21_4429_0 NA NA -2.8211493 -3.3357825
21_4429 21_4429_1 NA NA -1.385935 -3.3357825
21_4430 21_4430_0 NA NA -2.0964165 -2.8261344
21_4430 21_4430_1 NA NA -1.1611496 -2.8261344
21_4431 21_4431_0 NA NA 1.5052192 0.52318037
21_4431 21_4431_1 NA NA -0.8046967 0.52318037
21_4432 21_4432_0 NA NA -2.240014 -2.8539386
21_4432 21_4432_1 NA NA -1.403585 -2.8539386
21_4433 21_4433_0 NA NA -0.917895 -2.0392575
21_4433 21_4433_1 NA NA -1.7317966 -2.0392575
21_4434 21_4434_0 NA NA -0.76423115 -0.4482211
21_4434 21_4434_1 NA NA 0.7838025 -0.4482211
21_4435 21_4435_0 NA NA 0.6038824 -0.824463
21_4435 21_4435_1 NA NA -1.246965 -0.824463
21_4436 21_4436_0 NA NA -0.4792072 -1.9271886
21_4436 21_4436_1 NA NA -1.5585341 -1.9271886
21_4437 21_4437_0 NA NA -1.5562656 -3.3563132
21_4437 21_4437_1 NA NA -2.8210325 -3.3563132
21_4438 21_4438_0 NA NA 0.7918911 1.8857356
21_4438 21_4438_1 NA NA 1.6338922 1.8857356
21_4439 21_4439_0 NA NA 0.52519506 0.71449065
21_4439 21_4439_1 NA NA -0.35889193 0.71449065
21_4440 21_4440_0 NA NA 0.5070844 0.54994255
21_4440 21_4440_1 NA NA 0.04845105 0.54994255
21_4441 21_4441_0 NA NA -1.5468453 -1.8269604
21_4441 21_4441_1 NA NA -0.5291515 -1.8269604
21_4442 21_4442_0 NA NA -1.4228953 -2.1710126
21_4442 21_4442_1 NA NA -1.0908358 -2.1710126
21_4443 21_4443_0 NA NA -0.91316026 -0.7555047
21_4443 21_4443_1 NA NA -0.31518176 -0.7555047
21_4444 21_4444_0 NA NA -2.2807958 -2.8816323
21_4444 21_4444_1 NA NA -0.6910619 -2.8816323
21_4445 21_4445_0 NA NA -0.8126 -0.6386327
21_4445 21_4445_1 NA NA 0.28731185 -0.6386327
21_4446 21_4446_0 NA NA -1.4151655 -1.8725381
21_4446 21_4446_1 NA NA -0.07474269 -1.8725381
21_4447 21_4447_0 NA NA -0.68296605 -1.3279358
21_4447 21_4447_1 NA NA -0.51880836 -1.3279358
21_4448 21_4448_0 NA NA -1.3322629 -1.0913185
21_4448 21_4448_1 NA NA -1.1569363 -1.0913185
21_4449 21_4449_0 NA NA 0.0625497 -0.5782304
21_4449 21_4449_1 NA NA -0.48840973 -0.5782304
21_4450 21_4450_0 NA NA -1.945732 -4.350217
21_4450 21_4450_1 NA NA -2.4385276 -4.350217
21_4451 21_4451_0 NA NA -1.0112451 -1.105033
21_4451 21_4451_1 NA NA -0.61127216 -1.105033
21_4452 21_4452_0 NA NA -1.8822639 -2.4661593
21_4452 21_4452_1 NA NA -2.2266917 -2.4661593
21_4453 21_4453_0 NA NA 0.46705022 0.64586693
21_4453 21_4453_1 NA NA 0.121844105 0.64586693
21_4454 21_4454_0 NA NA -0.7847039 -1.0445559
21_4454 21_4454_1 NA NA -0.6446474 -1.0445559
21_4455 21_4455_0 NA NA -1.3209177 -1.0944504
21_4455 21_4455_1 NA NA -0.3966916 -1.0944504
21_4456 21_4456_0 NA NA 1.528879 0.7499467
21_4456 21_4456_1 NA NA -0.21246944 0.7499467
21_4457 21_4457_0 NA NA -0.00388922 -0.44093746
21_4457 21_4457_1 NA NA -0.20689765 -0.44093746
21_4458 21_4458_0 NA NA -0.3975818 -0.62468404
21_4458 21_4458_1 NA NA -0.10676036 -0.62468404
21_4459 21_4459_0 NA NA 1.27403 0.49807996
21_4459 21_4459_1 NA NA 0.27479562 0.49807996
21_4460 21_4460_0 NA NA 0.092913665 0.4485127
21_4460 21_4460_1 NA NA 0.4173464 0.4485127
21_4461 21_4461_0 NA NA -1.2602371 -1.5529908
21_4461 21_4461_1 NA NA -0.5895575 -1.5529908
21_4462 21_4462_0 NA NA -2.881248 -2.93273
21_4462 21_4462_1 NA NA -1.8627504 -2.93273
21_4463 21_4463_0 NA NA 0.45891058 1.3351072
21_4463 21_4463_1 NA NA 1.2047098 1.3351072
21_4464 21_4464_0 NA NA -0.87844515 -1.3879752
21_4464 21_4464_1 NA NA -0.5005511 -1.3879752
21_4465 21_4465_0 NA NA 0.2108639 -0.3221103
21_4465 21_4465_1 NA NA -0.30398783 -0.3221103
21_4466 21_4466_0 NA NA -1.3563215 -2.196399
21_4466 21_4466_1 NA NA -0.80492574 -2.196399
21_4467 21_4467_0 NA NA 0.34435934 -0.11539158
21_4467 21_4467_1 NA NA 0.2463936 -0.11539158
21_4468 21_4468_0 NA NA -0.0968821 0.06461712
21_4468 21_4468_1 NA NA -0.19392997 0.06461712
21_4469 21_4469_0 NA NA -0.45308426 -1.3790076
