FID IID FATHER_ID MOTHER_ID proband parental
21_14356 21_14356_0 NA NA -1.1360407 -1.8060806
21_14356 21_14356_1 NA NA -0.9748932 -1.8060806
21_14357 21_14357_0 NA NA -0.024127295 -0.29871547
21_14357 21_14357_1 NA NA -0.37266594 -0.29871547
21_14358 21_14358_0 NA NA -1.3974992 -0.53398687
21_14358 21_14358_1 NA NA -0.037209384 -0.53398687
21_14359 21_14359_0 NA NA -0.40138865 0.30392912
21_14359 21_14359_1 NA NA 1.3605847 0.30392912
21_14360 21_14360_0 NA NA -0.5990968 0.036961254
21_14360 21_14360_1 NA NA 0.9896186 0.036961254
21_14361 21_14361_0 NA NA 0.58372045 1.526526
21_14361 21_14361_1 NA NA 1.9737788 1.526526
21_14362 21_14362_0 NA NA -0.14962596 -0.4693069
21_14362 21_14362_1 NA NA -0.16844739 -0.4693069
21_14363 21_14363_0 NA NA 0.6298116 1.315954
21_14363 21_14363_1 NA NA 0.4887361 1.315954
21_14364 21_14364_0 NA NA -0.117166616 0.5230107
21_14364 21_14364_1 NA NA 0.6730915 0.5230107
21_14365 21_14365_0 NA NA 0.9119241 -0.1972322
21_14365 21_14365_1 NA NA -1.157163 -0.1972322
21_14366 21_14366_0 NA NA -1.005951 -3.0945506
21_14366 21_14366_1 NA NA -1.6551654 -3.0945506
21_14367 21_14367_0 NA NA -0.96095973 -0.9150096
21_14367 21_14367_1 NA NA -0.0051469314 -0.9150096
21_14368 21_14368_0 NA NA 1.4571167 1.2415723
21_14368 21_14368_1 NA NA 0.43180752 1.2415723
21_14369 21_14369_0 NA NA 2.7783916 3.8452954
21_14369 21_14369_1 NA NA 1.7404361 3.8452954
21_14370 21_14370_0 NA NA -0.24665092 0.19953117
21_14370 21_14370_1 NA NA 0.7395493 0.19953117
21_14371 21_14371_0 NA NA 0.29307094 0.20360394
21_14371 21_14371_1 NA NA -0.40460292 0.20360394
21_14372 21_14372_0 NA NA -0.3581946 -0.313442
21_14372 21_14372_1 NA NA -0.12941425 -0.313442
21_14373 21_14373_0 NA NA 0.21696 -0.22454083
21_14373 21_14373_1 NA NA 0.019239154 -0.22454083
21_14374 21_14374_0 NA NA -1.867471 -2.8423002
21_14374 21_14374_1 NA NA -1.3717906 -2.8423002
21_14375 21_14375_0 NA NA 0.35556522 -0.55431527
21_14375 21_14375_1 NA NA -0.5716173 -0.55431527
21_14376 21_14376_0 NA NA 0.7144405 -1.1976078
21_14376 21_14376_1 NA NA -2.069384 -1.1976078
21_14377 21_14377_0 NA NA -0.60501474 0.253289
21_14377 21_14377_1 NA NA 1.9398775 0.253289
21_14378 21_14378_0 NA NA -0.34707308 -1.7110388
21_14378 21_14378_1 NA NA -1.6260886 -1.7110388
21_14379 21_14379_0 NA NA -1.3759593 -1.1138883
21_14379 21_14379_1 NA NA -0.63080376 -1.1138883
21_14380 21_14380_0 NA NA 1.6902043 1.5729185
21_14380 21_14380_1 NA NA 0.0031906574 1.5729185
21_14381 21_14381_0 NA NA -0.33666584 -0.9805102
21_14381 21_14381_1 NA NA -1.8652015 -0.9805102
21_14382 21_14382_0 NA NA 1.5707159 2.6469486
21_14382 21_14382_1 NA NA 0.7942747 2.6469486
21_14383 21_14383_0 NA NA -0.8900547 -0.7330574
21_14383 21_14383_1 NA NA -0.7966504 -0.7330574
21_14384 21_14384_0 NA NA -0.38492194 -0.25873774
21_14384 21_14384_1 NA NA -0.29420504 -0.25873774
21_14385 21_14385_0 NA NA 2.055045 3.7365882
21_14385 21_14385_1 NA NA 2.569202 3.7365882
21_14386 21_14386_0 NA NA 1.2659031 0.8412692
21_14386 21_14386_1 NA NA -0.21682188 0.8412692
21_14387 21_14387_0 NA NA -0.3536316 -1.9603351
21_14387 21_14387_1 NA NA -1.856556 -1.9603351
21_14388 21_14388_0 NA NA 2.3504784 2.228844
21_14388 21_14388_1 NA NA 0.34795895 2.228844
21_14389 21_14389_0 NA NA 0.3695108 -0.16421592
21_14389 21_14389_1 NA NA -1.2507411 -0.16421592
21_14390 21_14390_0 NA NA 0.9128181 1.34795
21_14390 21_14390_1 NA NA 0.5712753 1.34795
21_14391 21_14391_0 NA NA -0.01674319 0.906016
21_14391 21_14391_1 NA NA 0.89460146 0.906016
21_14392 21_14392_0 NA NA -1.0607227 -1.1868918
21_14392 21_14392_1 NA NA -0.35645625 -1.1868918
21_14393 21_14393_0 NA NA -0.44456622 -0.4750922
21_14393 21_14393_1 NA NA -0.42786956 -0.4750922
21_14394 21_14394_0 NA NA -0.22430809 -0.08247316
21_14394 21_14394_1 NA NA -0.92365646 -0.08247316
21_14395 21_14395_0 NA NA 0.46077976 -0.40426463
21_14395 21_14395_1 NA NA -1.2724553 -0.40426463
21_14396 21_14396_0 NA NA 0.37216726 1.4031879
21_14396 21_14396_1 NA NA 1.7532969 1.4031879
21_14397 21_14397_0 NA NA 1.0013716 0.75717044
21_14397 21_14397_1 NA NA -0.19754402 0.75717044
21_14398 21_14398_0 NA NA -0.21568769 -0.59715796
21_14398 21_14398_1 NA NA -0.8047567 -0.59715796
21_14399 21_14399_0 NA NA -0.777872 1.3691063
21_14399 21_14399_1 NA NA 1.5682198 1.3691063
21_14400 21_14400_0 NA NA -0.025364058 -0.45065036
21_14400 21_14400_1 NA NA 0.070574425 -0.45065036
21_14401 21_14401_0 NA NA -1.0889049 -1.3868179
21_14401 21_14401_1 NA NA -0.8509005 -1.3868179
21_14402 21_14402_0 NA NA -0.5083906 -0.1527839
21_14402 21_14402_1 NA NA -0.05293667 -0.1527839
21_14403 21_14403_0 NA NA 0.22015095 0.30044487
21_14403 21_14403_1 NA NA 0.102261126 0.30044487
21_14404 21_14404_0 NA NA 0.17904373 0.81744933
21_14404 21_14404_1 NA NA 0.9160797 0.81744933
21_14405 21_14405_0 NA NA -0.092470504 -0.3862676
21_14405 21_14405_1 NA NA 0.22585176 -0.3862676
21_14406 21_14406_0 NA NA -0.86718357 -1.906773
21_14406 21_14406_1 NA NA -1.0896959 -1.906773
21_14407 21_14407_0 NA NA 0.14468962 0.54762626
21_14407 21_14407_1 NA NA 0.13007332 0.54762626
21_14408 21_14408_0 NA NA -0.41777685 -0.687809
21_14408 21_14408_1 NA NA -0.029813733 -0.687809
21_14409 21_14409_0 NA NA 0.047747724 -0.21895097
21_14409 21_14409_1 NA NA 0.3232068 -0.21895097
21_14410 21_14410_0 NA NA -0.19680153 0.06439126
21_14410 21_14410_1 NA NA -0.56030446 0.06439126
21_14411 21_14411_0 NA NA -1.1376997 -1.3782104
21_14411 21_14411_1 NA NA -0.584396 -1.3782104
21_14412 21_14412_0 NA NA -1.1895175 -0.30502108
21_14412 21_14412_1 NA NA -0.18282335 -0.30502108
21_14413 21_14413_0 NA NA 0.057260565 0.12318588
21_14413 21_14413_1 NA NA 0.42430973 0.12318588
21_14414 21_14414_0 NA NA -0.73472697 -1.5882608
21_14414 21_14414_1 NA NA -0.887318 -1.5882608
21_14415 21_14415_0 NA NA -0.25824654 0.0039390745
21_14415 21_14415_1 NA NA -0.24830082 0.0039390745
21_14416 21_14416_0 NA NA -1.0695513 -0.53446484
21_14416 21_14416_1 NA NA 0.41744936 -0.53446484
21_14417 21_14417_0 NA NA 1.4599134 1.2395449
21_14417 21_14417_1 NA NA 0.8509604 1.2395449
21_14418 21_14418_0 NA NA -0.27016923 -0.031607613
21_14418 21_14418_1 NA NA 0.0368543 -0.031607613
21_14419 21_14419_0 NA NA -0.38519204 0.2520407
21_14419 21_14419_1 NA NA 0.8541155 0.2520407
21_14420 21_14420_0 NA NA 0.9532859 0.43099102
21_14420 21_14420_1 NA NA 0.30330247 0.43099102
21_14421 21_14421_0 NA NA -3.0892086 -4.406609
21_14421 21_14421_1 NA NA -3.102991 -4.406609
21_14422 21_14422_0 NA NA 0.021660358 -1.5040178
21_14422 21_14422_1 NA NA -1.4420102 -1.5040178
21_14423 21_14423_0 NA NA 0.7169736 -0.20982693
21_14423 21_14423_1 NA NA -0.267015 -0.20982693
21_14424 21_14424_0 NA NA 1.0961585 0.3885414
21_14424 21_14424_1 NA NA 0.37760544 0.3885414
21_14425 21_14425_0 NA NA -0.7525693 -0.6153452
21_14425 21_14425_1 NA NA -0.9377552 -0.6153452
21_14426 21_14426_0 NA NA -0.9408171 -1.5833882
21_14426 21_14426_1 NA NA -0.8214792 -1.5833882
21_14427 21_14427_0 NA NA 0.060376428 1.2860997
21_14427 21_14427_1 NA NA 1.549616 1.2860997
21_14428 21_14428_0 NA NA 1.4528263 1.8396581
21_14428 21_14428_1 NA NA 0.8001512 1.8396581
21_14429 21_14429_0 NA NA 0.67754805 0.050554164
21_14429 21_14429_1 NA NA -0.2916352 0.050554164
21_14430 21_14430_0 NA NA -0.5307474 -1.041325
21_14430 21_14430_1 NA NA -0.42776248 -1.041325
21_14431 21_14431_0 NA NA -0.14338721 -0.49425468
21_14431 21_14431_1 NA NA 0.12566449 -0.49425468
21_14432 21_14432_0 NA NA 0.03953389 -0.68533885
21_14432 21_14432_1 NA NA -1.3598559 -0.68533885
21_14433 21_14433_0 NA NA -0.13414651 0.35562605
21_14433 21_14433_1 NA NA -0.14900896 0.35562605
21_14434 21_14434_0 NA NA 0.80753034 2.0000892
21_14434 21_14434_1 NA NA 0.9100006 2.0000892
21_14435 21_14435_0 NA NA 0.2614277 0.30266747
21_14435 21_14435_1 NA NA 0.09234968 0.30266747
21_14436 21_14436_0 NA NA -0.54024994 -1.477271
21_14436 21_14436_1 NA NA -0.728191 -1.477271
21_14437 21_14437_0 NA NA -1.528426 -1.356082
21_14437 21_14437_1 NA NA -0.13233553 -1.356082
21_14438 21_14438_0 NA NA -0.0064815674 -1.508473
21_14438 21_14438_1 NA NA -1.0376786 -1.508473
21_14439 21_14439_0 NA NA -1.0341054 -1.0487471
21_14439 21_14439_1 NA NA -0.57283795 -1.0487471
21_14440 21_14440_0 NA NA -0.22081149 0.26087245
21_14440 21_14440_1 NA NA 0.11077079 0.26087245
21_14441 21_14441_0 NA NA 0.19650516 -1.4190937
21_14441 21_14441_1 NA NA -1.1912651 -1.4190937
21_14442 21_14442_0 NA NA 0.5010599 0.49922702
21_14442 21_14442_1 NA NA 0.5373615 0.49922702
21_14443 21_14443_0 NA NA -1.1118766 -2.3414056
21_14443 21_14443_1 NA NA -2.059722 -2.3414056
21_14444 21_14444_0 NA NA 0.1776812 0.0009045317
21_14444 21_14444_1 NA NA -0.24037804 0.0009045317
21_14445 21_14445_0 NA NA -0.30079547 -0.87727356
21_14445 21_14445_1 NA NA -0.43600285 -0.87727356
21_14446 21_14446_0 NA NA -0.40815845 -1.0920248
21_14446 21_14446_1 NA NA -1.510885 -1.0920248
21_14447 21_14447_0 NA NA -0.49956104 -2.011656
21_14447 21_14447_1 NA NA -1.8968824 -2.011656
21_14448 21_14448_0 NA NA 0.8476713 1.0156587
21_14448 21_14448_1 NA NA 0.78748995 1.0156587
21_14449 21_14449_0 NA NA -0.7720827 -0.13800518
21_14449 21_14449_1 NA NA -0.008407329 -0.13800518
21_14450 21_14450_0 NA NA 1.4011924 3.2888203
21_14450 21_14450_1 NA NA 1.9239118 3.2888203
21_14451 21_14451_0 NA NA -0.6110422 -0.42812178
21_14451 21_14451_1 NA NA -0.25503278 -0.42812178
21_14452 21_14452_0 NA NA -0.66309935 -0.9965863
21_14452 21_14452_1 NA NA -0.46647367 -0.9965863
21_14453 21_14453_0 NA NA -0.33199364 -1.1738474
21_14453 21_14453_1 NA NA -0.8116748 -1.1738474
21_14454 21_14454_0 NA NA 0.71656203 0.9453331
21_14454 21_14454_1 NA NA 1.6919495 0.9453331
21_14455 21_14455_0 NA NA 0.7303332 -0.64222
21_14455 21_14455_1 NA NA -1.1454476 -0.64222
21_14456 21_14456_0 NA NA 0.37794614 0.9679278
21_14456 21_14456_1 NA NA 0.18999535 0.9679278
21_14457 21_14457_0 NA NA 0.3696813 -0.06721078
21_14457 21_14457_1 NA NA -0.6542867 -0.06721078
21_14458 21_14458_0 NA NA 0.8595889 2.371296
21_14458 21_14458_1 NA NA 2.1010015 2.371296
21_14459 21_14459_0 NA NA 1.8115995 1.100192
21_14459 21_14459_1 NA NA 0.25027695 1.100192
21_14460 21_14460_0 NA NA 0.72570854 0.9586046
21_14460 21_14460_1 NA NA 0.7066092 0.9586046
21_14461 21_14461_0 NA NA 0.75584114 0.9655613
21_14461 21_14461_1 NA NA 0.65725166 0.9655613
21_14462 21_14462_0 NA NA -0.26766908 0.36169696
21_14462 21_14462_1 NA NA 0.3233265 0.36169696
21_14463 21_14463_0 NA NA -0.6389373 -0.69315654
21_14463 21_14463_1 NA NA -0.984923 -0.69315654
21_14464 21_14464_0 NA NA -0.13731629 -0.7049668
21_14464 21_14464_1 NA NA -0.39985016 -0.7049668
21_14465 21_14465_0 NA NA -0.36149 -0.46458277
21_14465 21_14465_1 NA NA -0.530768 -0.46458277
21_14466 21_14466_0 NA NA 0.42627063 0.88650817
21_14466 21_14466_1 NA NA 0.968294 0.88650817
21_14467 21_14467_0 NA NA 0.49208358 0.7039896
21_14467 21_14467_1 NA NA 0.48758608 0.7039896
21_14468 21_14468_0 NA NA -0.7018202 -0.9889923
21_14468 21_14468_1 NA NA -0.6151289 -0.9889923
21_14469 21_14469_0 NA NA -0.5657906 -1.3275474
21_14469 21_14469_1 NA NA -1.0127091 -1.3275474
21_14470 21_14470_0 NA NA 0.4233207 0.11350063
21_14470 21_14470_1 NA NA -0.04574949 0.11350063
21_14471 21_14471_0 NA NA -0.5093103 0.47549215
21_14471 21_14471_1 NA NA 1.4741362 0.47549215
21_14472 21_14472_0 NA NA 1.2599916 0.86951035
21_14472 21_14472_1 NA NA -0.32083955 0.86951035
21_14473 21_14473_0 NA NA 1.215849 1.423126
21_14473 21_14473_1 NA NA 1.0862747 1.423126
21_14474 21_14474_0 NA NA -2.7916112 -2.0073621
21_14474 21_14474_1 NA NA -0.29265326 -2.0073621
21_14475 21_14475_0 NA NA 0.5116544 0.8348477
21_14475 21_14475_1 NA NA 0.68814534 0.8348477
21_14476 21_14476_0 NA NA 0.694424 1.4869591
21_14476 21_14476_1 NA NA 1.7043046 1.4869591
21_14477 21_14477_0 NA NA -0.12609373 1.0242858
21_14477 21_14477_1 NA NA 1.0943307 1.0242858
21_14478 21_14478_0 NA NA -1.7904149 -2.8158784
21_14478 21_14478_1 NA NA -1.7759156 -2.8158784
21_14479 21_14479_0 NA NA 0.97660196 1.2594662
21_14479 21_14479_1 NA NA 0.19689679 1.2594662
21_14480 21_14480_0 NA NA 1.8846455 2.0678856
21_14480 21_14480_1 NA NA 1.4277328 2.0678856
21_14481 21_14481_0 NA NA -1.6625963 -1.768389
21_14481 21_14481_1 NA NA -0.7774551 -1.768389
21_14482 21_14482_0 NA NA 0.65797377 0.48310626
21_14482 21_14482_1 NA NA 0.5670994 0.48310626
21_14483 21_14483_0 NA NA -1.0686712 -0.7818469
21_14483 21_14483_1 NA NA -0.19299056 -0.7818469
21_14484 21_14484_0 NA NA -1.0304661 -2.2603786
21_14484 21_14484_1 NA NA -1.9817146 -2.2603786
21_14485 21_14485_0 NA NA -0.591437 -0.41710815
21_14485 21_14485_1 NA NA -0.6440875 -0.41710815
21_14486 21_14486_0 NA NA 0.056885153 0.37241608
21_14486 21_14486_1 NA NA 0.33661458 0.37241608
21_14487 21_14487_0 NA NA -0.10604419 0.3703001
21_14487 21_14487_1 NA NA 0.68557227 0.3703001
21_14488 21_14488_0 NA NA -1.2301946 -1.6745178
21_14488 21_14488_1 NA NA -0.38609767 -1.6745178
21_14489 21_14489_0 NA NA 1.1985525 1.205845
21_14489 21_14489_1 NA NA 1.2936642 1.205845
21_14490 21_14490_0 NA NA -0.5824782 -0.486034
21_14490 21_14490_1 NA NA -0.70529956 -0.486034
21_14491 21_14491_0 NA NA -0.7304048 -0.5650481
21_14491 21_14491_1 NA NA -0.5009245 -0.5650481
21_14492 21_14492_0 NA NA 0.5453262 -1.1212317
21_14492 21_14492_1 NA NA -1.3507209 -1.1212317
21_14493 21_14493_0 NA NA -1.2641846 -0.239813
21_14493 21_14493_1 NA NA 0.6272491 -0.239813
21_14494 21_14494_0 NA NA -0.07663509 -1.2001956
21_14494 21_14494_1 NA NA -1.5698053 -1.2001956
21_14495 21_14495_0 NA NA -0.23396634 -0.41738385
21_14495 21_14495_1 NA NA 0.3598323 -0.41738385
21_14496 21_14496_0 NA NA -0.5098612 -0.57985395
21_14496 21_14496_1 NA NA -0.2031635 -0.57985395
21_14497 21_14497_0 NA NA -0.043107938 -0.5903737
21_14497 21_14497_1 NA NA -0.4454542 -0.5903737
21_14498 21_14498_0 NA NA 0.09690624 -0.32106468
21_14498 21_14498_1 NA NA -0.63190997 -0.32106468
21_14499 21_14499_0 NA NA -1.5398339 -2.4667778
21_14499 21_14499_1 NA NA -1.3466805 -2.4667778
21_14500 21_14500_0 NA NA -0.11512272 0.31336725
21_14500 21_14500_1 NA NA 0.846388 0.31336725
21_14501 21_14501_0 NA NA -0.29132304 0.96814287
21_14501 21_14501_1 NA NA 2.098754 0.96814287
21_14502 21_14502_0 NA NA -0.96486074 -0.610962
21_14502 21_14502_1 NA NA -0.10144942 -0.610962
21_14503 21_14503_0 NA NA 0.2052074 0.96242416
21_14503 21_14503_1 NA NA 1.2591469 0.96242416
21_14504 21_14504_0 NA NA -3.9012463 -3.7116373
21_14504 21_14504_1 NA NA -1.3145853 -3.7116373
21_14505 21_14505_0 NA NA -0.20678706 -0.38823086
21_14505 21_14505_1 NA NA -0.092802495 -0.38823086
21_14506 21_14506_0 NA NA 0.13178104 0.23377644
21_14506 21_14506_1 NA NA -0.7116123 0.23377644
21_14507 21_14507_0 NA NA 1.2535154 1.4735619
21_14507 21_14507_1 NA NA 0.4243932 1.4735619
21_14508 21_14508_0 NA NA -1.8232744 -2.280758
21_14508 21_14508_1 NA NA -1.2961806 -2.280758
21_14509 21_14509_0 NA NA -1.2260188 -2.1706586
21_14509 21_14509_1 NA NA -1.0805739 -2.1706586
21_14510 21_14510_0 NA NA -0.27830586 -0.5707837
21_14510 21_14510_1 NA NA -0.2954815 -0.5707837
21_14511 21_14511_0 NA NA 0.4795316 0.506747
21_14511 21_14511_1 NA NA 1.0081173 0.506747
21_14512 21_14512_0 NA NA -0.1048686 0.41085753
21_14512 21_14512_1 NA NA 0.67173696 0.41085753
21_14513 21_14513_0 NA NA -1.1746054 -1.5879487
21_14513 21_14513_1 NA NA -1.8302293 -1.5879487
21_14514 21_14514_0 NA NA -0.79982793 -0.24087931
21_14514 21_14514_1 NA NA 0.51791126 -0.24087931
21_14515 21_14515_0 NA NA 0.35016716 1.4510908
21_14515 21_14515_1 NA NA 1.4101117 1.4510908
21_14516 21_14516_0 NA NA -2.6446772 -2.815076
21_14516 21_14516_1 NA NA -1.027643 -2.815076
21_14517 21_14517_0 NA NA -1.3176873 -1.9822469
21_14517 21_14517_1 NA NA -1.4818336 -1.9822469
21_14518 21_14518_0 NA NA 1.1290982 0.4316294
21_14518 21_14518_1 NA NA -0.5143376 0.4316294
21_14519 21_14519_0 NA NA -1.1383988 -1.2316436
21_14519 21_14519_1 NA NA 0.5977647 -1.2316436
21_14520 21_14520_0 NA NA -0.6792274 -1.0246392
21_14520 21_14520_1 NA NA -0.015066434 -1.0246392
21_14521 21_14521_0 NA NA -2.2562835 -1.839951
21_14521 21_14521_1 NA NA -0.70955724 -1.839951
21_14522 21_14522_0 NA NA 0.18411432 0.026792208
21_14522 21_14522_1 NA NA -0.27559185 0.026792208
21_14523 21_14523_0 NA NA -1.0302383 -0.54779905
21_14523 21_14523_1 NA NA 0.092322275 -0.54779905
21_14524 21_14524_0 NA NA -0.80666393 -1.3159804
21_14524 21_14524_1 NA NA -0.37424105 -1.3159804
21_14525 21_14525_0 NA NA -0.56926656 -1.8940222
21_14525 21_14525_1 NA NA -1.9614965 -1.8940222
21_14526 21_14526_0 NA NA -0.31292623 0.28923142
21_14526 21_14526_1 NA NA 0.2662045 0.28923142
21_14527 21_14527_0 NA NA -0.6534237 -0.41939926
21_14527 21_14527_1 NA NA 0.660866 -0.41939926
21_14528 21_14528_0 NA NA -1.4684495 -2.9355621
21_14528 21_14528_1 NA NA -2.0073307 -2.9355621
21_14529 21_14529_0 NA NA -0.38463992 0.40810248
21_14529 21_14529_1 NA NA 0.21333557 0.40810248
21_14530 21_14530_0 NA NA 0.97581124 0.7361501
21_14530 21_14530_1 NA NA -0.33683997 0.7361501
21_14531 21_14531_0 NA NA -0.09382229 0.30623835
21_14531 21_14531_1 NA NA 0.27537197 0.30623835
21_14532 21_14532_0 NA NA 0.8698562 1.1524798
21_14532 21_14532_1 NA NA -0.25460604 1.1524798
21_14533 21_14533_0 NA NA 1.4422331 1.6292084
21_14533 21_14533_1 NA NA 1.0006839 1.6292084
21_14534 21_14534_0 NA NA -2.450715 -2.58258
21_14534 21_14534_1 NA NA -1.4250209 -2.58258
21_14535 21_14535_0 NA NA -0.63831866 -0.8703198
21_14535 21_14535_1 NA NA -0.78516275 -0.8703198
21_14536 21_14536_0 NA NA 0.3933576 -0.034214713
21_14536 21_14536_1 NA NA -0.12434947 -0.034214713
21_14537 21_14537_0 NA NA -0.93787783 -0.79617584
21_14537 21_14537_1 NA NA -0.7758827 -0.79617584
21_14538 21_14538_0 NA NA 1.6672437 1.7222197
21_14538 21_14538_1 NA NA 0.8536893 1.7222197
21_14539 21_14539_0 NA NA 1.4075285 1.5129434
21_14539 21_14539_1 NA NA 0.8383407 1.5129434
21_14540 21_14540_0 NA NA 2.7667997 4.8286185
21_14540 21_14540_1 NA NA 3.0262713 4.8286185
21_14541 21_14541_0 NA NA 1.169785 0.82103604
21_14541 21_14541_1 NA NA -0.30181077 0.82103604
21_14542 21_14542_0 NA NA -1.6307372 -2.1934192
21_14542 21_14542_1 NA NA -1.2720716 -2.1934192
21_14543 21_14543_0 NA NA -1.0696024 -1.9840723
21_14543 21_14543_1 NA NA -1.3553585 -1.9840723
21_14544 21_14544_0 NA NA 0.25134963 -0.6214834
21_14544 21_14544_1 NA NA -0.026528722 -0.6214834
21_14545 21_14545_0 NA NA -0.7858941 -0.85357195
21_14545 21_14545_1 NA NA 0.0071704616 -0.85357195
21_14546 21_14546_0 NA NA 1.5956882 2.4049735
21_14546 21_14546_1 NA NA 2.629058 2.4049735
21_14547 21_14547_0 NA NA 0.8701183 1.3814906
21_14547 21_14547_1 NA NA 1.0473346 1.3814906
21_14548 21_14548_0 NA NA -0.6792872 -0.022257749
21_14548 21_14548_1 NA NA 0.057367645 -0.022257749
21_14549 21_14549_0 NA NA 0.25704065 0.72514933
21_14549 21_14549_1 NA NA 0.49677885 0.72514933
21_14550 21_14550_0 NA NA -1.0765676 -0.9739873
21_14550 21_14550_1 NA NA 0.1611528 -0.9739873
21_14551 21_14551_0 NA NA -0.82577056 -0.5085229
21_14551 21_14551_1 NA NA 0.3207918 -0.5085229
21_14552 21_14552_0 NA NA -0.101110846 -1.2262812
21_14552 21_14552_1 NA NA -1.0865579 -1.2262812
21_14553 21_14553_0 NA NA 1.3337855 1.2279297
21_14553 21_14553_1 NA NA 0.3840719 1.2279297
21_14554 21_14554_0 NA NA -0.5595735 -2.251552
21_14554 21_14554_1 NA NA -1.2684851 -2.251552
21_14555 21_14555_0 NA NA -0.25251487 -0.23114337
21_14555 21_14555_1 NA NA 0.50834584 -0.23114337
21_14556 21_14556_0 NA NA -0.49103856 -1.1173447
21_14556 21_14556_1 NA NA -1.3013088 -1.1173447
21_14557 21_14557_0 NA NA -0.46700656 -1.3646182
21_14557 21_14557_1 NA NA -0.76890707 -1.3646182
21_14558 21_14558_0 NA NA 0.770676 0.16079122
21_14558 21_14558_1 NA NA -0.20962998 0.16079122
21_14559 21_14559_0 NA NA -1.0767751 -2.4389968
21_14559 21_14559_1 NA NA -1.8600525 -2.4389968
21_14560 21_14560_0 NA NA -0.33910352 -0.39083293
21_14560 21_14560_1 NA NA -0.23236156 -0.39083293
21_14561 21_14561_0 NA NA -1.7825048 -2.2886605
21_14561 21_14561_1 NA NA -1.2190714 -2.2886605
21_14562 21_14562_0 NA NA 0.24863893 0.26903966
21_14562 21_14562_1 NA NA 0.54590344 0.26903966
21_14563 21_14563_0 NA NA -0.71638244 -0.84762216
21_14563 21_14563_1 NA NA -0.30617937 -0.84762216
21_14564 21_14564_0 NA NA -0.55954266 0.4712885
21_14564 21_14564_1 NA NA 0.89202064 0.4712885
21_14565 21_14565_0 NA NA 0.90766287 0.55674297
21_14565 21_14565_1 NA NA 0.6565759 0.55674297
21_14566 21_14566_0 NA NA -1.0547187 -1.1608989
21_14566 21_14566_1 NA NA -0.09598087 -1.1608989
21_14567 21_14567_0 NA NA 0.114113785 -1.057432
21_14567 21_14567_1 NA NA -2.0324845 -1.057432
21_14568 21_14568_0 NA NA 0.22952391 0.94590837
21_14568 21_14568_1 NA NA 0.75594574 0.94590837
21_14569 21_14569_0 NA NA -0.04702957 -0.79357547
21_14569 21_14569_1 NA NA -0.365087 -0.79357547
21_14570 21_14570_0 NA NA -1.0810794 -1.7530456
21_14570 21_14570_1 NA NA -0.7812659 -1.7530456
21_14571 21_14571_0 NA NA -0.64903164 -0.02786338
21_14571 21_14571_1 NA NA 1.0961506 -0.02786338
21_14572 21_14572_0 NA NA 0.2799836 0.16583215
21_14572 21_14572_1 NA NA 0.64345527 0.16583215
21_14573 21_14573_0 NA NA -0.18805312 1.1677083
21_14573 21_14573_1 NA NA 1.3527287 1.1677083
21_14574 21_14574_0 NA NA -0.10193473 -0.3930518
21_14574 21_14574_1 NA NA -0.027852288 -0.3930518
21_14575 21_14575_0 NA NA -1.9044582 -1.523229
21_14575 21_14575_1 NA NA -0.50305945 -1.523229
21_14576 21_14576_0 NA NA 2.603964 1.7952452
21_14576 21_14576_1 NA NA -0.08707411 1.7952452
21_14577 21_14577_0 NA NA 1.9299679 2.4372067
21_14577 21_14577_1 NA NA 1.3821014 2.4372067
21_14578 21_14578_0 NA NA 0.8678147 1.0512434
21_14578 21_14578_1 NA NA 0.5053048 1.0512434
21_14579 21_14579_0 NA NA 0.6164176 2.7112515
21_14579 21_14579_1 NA NA 1.6487545 2.7112515
21_14580 21_14580_0 NA NA -0.968306 -0.16344051
21_14580 21_14580_1 NA NA 0.3834896 -0.16344051
21_14581 21_14581_0 NA NA -1.0680596 -1.8952917
21_14581 21_14581_1 NA NA -0.8213382 -1.8952917
21_14582 21_14582_0 NA NA -0.16870657 0.42258596
21_14582 21_14582_1 NA NA 1.246992 0.42258596
21_14583 21_14583_0 NA NA -0.36674622 -1.0709234
21_14583 21_14583_1 NA NA -1.0633763 -1.0709234
21_14584 21_14584_0 NA NA -0.902199 -1.0264528
21_14584 21_14584_1 NA NA -0.93005526 -1.0264528
21_14585 21_14585_0 NA NA -0.6638663 -0.44950527
21_14585 21_14585_1 NA NA 0.53436226 -0.44950527
21_14586 21_14586_0 NA NA 0.9746161 1.2573856
21_14586 21_14586_1 NA NA -0.20585983 1.2573856
21_14587 21_14587_0 NA NA 0.06436744 0.74865043
21_14587 21_14587_1 NA NA 0.121889964 0.74865043
21_14588 21_14588_0 NA NA 0.72041917 0.029147478
21_14588 21_14588_1 NA NA -0.3512539 0.029147478
21_14589 21_14589_0 NA NA -1.0413136 -0.9625808
21_14589 21_14589_1 NA NA -0.27075756 -0.9625808
21_14590 21_14590_0 NA NA 0.79374415 0.5535328
21_14590 21_14590_1 NA NA 0.16867056 0.5535328
21_14591 21_14591_0 NA NA 0.0817788 0.99664366
21_14591 21_14591_1 NA NA 0.6712911 0.99664366
21_14592 21_14592_0 NA NA 1.1649039 0.99888706
21_14592 21_14592_1 NA NA -0.75122714 0.99888706
21_14593 21_14593_0 NA NA -0.919349 -1.6968998
21_14593 21_14593_1 NA NA -1.0305707 -1.6968998
